CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2018-00126578,215 MELROSE ST,12/04/2018 04:50:00 PM,12,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,DHernandez
2018-00126564,101 SESSION STREET ,12/04/2018 04:35:00 PM,12,2018,Juvenile Matter,Not Used,No violations,0,Central Station
2018-00126565,177 POWER ST,12/04/2018 04:32:00 PM,12,2018,Burglary,11-8-1,BURGLARY,1,MCastillo
2018-00126557,380 HOPE ST,12/04/2018 04:29:00 PM,12,2018,Missing Persons,Not Used,No violations,0,Central Station
2018-00126559,117 YORKSHIRE ST,12/04/2018 04:25:00 PM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TManzotti
2018-00126552,847 ATWELLS AVE,12/04/2018 04:18:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2018-00126571,25 ANDEM ST,12/04/2018 04:04:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,CCastagliuolo
2018-00126535,35 GRAPE ST,12/04/2018 03:51:00 PM,12,2018,Lost Article,Not Used,No violations,0,Central Station
2018-00126553,29 ACADEMY AVE,12/04/2018 03:30:00 PM,12,2018,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,SLafferty
2018-00126553,29 ACADEMY AVE,12/04/2018 03:30:00 PM,12,2018,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,3,SLafferty
2018-00126521,700 N  MAIN ST,12/04/2018 03:22:00 PM,12,2018,Lost Article,Not Used,No violations,0,Central Station
2018-00126514,1 CHESTNUT ST,12/04/2018 03:10:00 PM,12,2018,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,SKennedy
2018-00126512,797 WESTMINSTER ST,12/04/2018 03:08:00 PM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DJohnson
2018-00126512,797 WESTMINSTER ST,12/04/2018 03:08:00 PM,12,2018,"Assault, Simple",11-5-5,ASSAULT OF POLICE OFFICERS AND OTHER OFFICIALS - MINOR INJURY,1,DJohnson
2018-00126496,25 AMITY ST,12/04/2018 02:38:00 PM,12,2018,"Assault, Aggravated",11-5-2.1,FELONY ASSAULT/USE DEVICE SIMILAR TO FIREARM,1,DLiu
2018-00126496,25 AMITY ST,12/04/2018 02:38:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,DLiu
2018-00126496,25 AMITY ST,12/04/2018 02:38:00 PM,12,2018,Vandalism,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/DAMAG,1,DLiu
2018-00126496,25 AMITY ST,12/04/2018 02:38:00 PM,12,2018,Drug Offenses,21-28-4.01-C1B,POSSESSION OF MARIJUANA-1st OFFENSE,1,DLiu
2018-00126496,25 AMITY ST,12/04/2018 02:38:00 PM,12,2018,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,DLiu
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-5,POSS OF ARMS BY CONVICT IN CRIME OF VIOL/FUGITIVE,10,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-35,ILLEGAL SALE OF A CONCEALED FIREARM,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-37,SALE TO MINORS AND OTHERS FORBIDDEN,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-35.2,SALE OF RIFLES AND SHOTGUNS,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Weapons,11-47-38,RETAILING WITHOUT A LICENSE,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,EGreene
2018-00126495,61 PAYTON ST,12/04/2018 02:33:00 PM,12,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,EGreene
2018-00126500,133 CLEVELAND ST,12/04/2018 02:33:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DPfeiffer
2018-00126488,352 CARPENTER ST,12/04/2018 02:02:13 PM,12,2018,RI Statute Violation,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DMG,1,DHull
2018-00126488,352 CARPENTER ST,12/04/2018 02:02:13 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,DHull
2018-00126485,375 ADELAIDE AVE,12/04/2018 01:54:00 PM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,BRamos
2018-00501445,141 OCEAN ST,12/04/2018 01:52:33 PM,12,2018,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,CSical
2018-00126483,ACADEMY AVE & DOVER ST,12/04/2018 01:26:42 PM,12,2018,"Larceny, Purse-snatching",11-41-7,LARCENY FROM THE PERSON - PURSE SNATCHING,1,AElie
2018-00126478,325 WASHINGTON ST,12/04/2018 01:24:00 PM,12,2018,Article Found,Not Used,No violations,0,Central Station
2018-00126480,19 CLEMATIS ST,12/04/2018 01:18:35 PM,12,2018,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,JLeone
2018-00126480,19 CLEMATIS ST,12/04/2018 01:18:35 PM,12,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,JLeone
2018-00126474,64 JUNE ST,12/04/2018 01:10:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2018-00126459,501 BRANCH AVE,12/04/2018 12:18:00 PM,12,2018,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2018-00126456,FRIENDSHIP ST & PORTLAND ST,12/04/2018 12:11:00 PM,12,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SIm
2018-00126448,593 EDDY ST,12/04/2018 11:41:00 AM,12,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,EFernandez
2018-00126446,15 GORDON AVE,12/04/2018 11:32:00 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2018-00126444,64 WISDOM AVE,12/04/2018 11:21:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JIannucci
2018-00126444,64 WISDOM AVE,12/04/2018 11:21:00 AM,12,2018,RI Statute Violation,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DAMAGE,1,JIannucci
2018-00126444,64 WISDOM AVE,12/04/2018 11:21:00 AM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,JIannucci
2018-00126434,1473 BROAD ST,12/04/2018 11:02:00 AM,12,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2018-00126421,627 CRANSTON ST,12/04/2018 10:22:00 AM,12,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2018-00126414,121 ALEPPO ST,12/04/2018 09:43:00 AM,12,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2018-00126402,159 SACKETT ST,12/04/2018 09:06:52 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MChasse
2018-00126397,100 FRANCIS ST,12/04/2018 08:32:00 AM,12,2018,Tresspassing,11-44-26,WILLFUL TRESPASS,1,GSlater
2018-00126394,14 IMPERIAL PL,12/04/2018 08:13:34 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TRose
2018-00126380,1 ORMS ST,12/04/2018 07:23:00 AM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2018-00126374,116 COLFAX ST,12/04/2018 06:29:00 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KShea
2018-00126373,654 ELMWOOD AVE,12/04/2018 06:23:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MSheridan
2018-00126353,BERKSHIRE ST & ADMIRAL ST,12/04/2018 03:10:00 AM,12,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,SComella
2018-00126352,HARTFORD AVE & LOWELL AVE,12/04/2018 02:57:00 AM,12,2018,Auto Towed,Not Used,Parking or MV Violation,0,CBeach
2018-00126346,135 LAUREL HILL AVE,12/04/2018 02:16:00 AM,12,2018,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,LVadney
2018-00126335,SWAN ST & EDDY ST,12/04/2018 01:32:00 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GGrimes
2018-00126309,344 WASHINGTON ST,12/03/2018 11:58:00 PM,12,2018,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,JGutierrez
2018-00126296,380 HOPE ST,12/03/2018 11:15:00 PM,12,2018,Missing Persons,Not Used,No violations,0,Central Station
2018-00126285,67 SALMON ST,12/03/2018 10:26:00 PM,12,2018,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,DLiu
2018-00126262,125 CAROLINA AVE,12/03/2018 08:59:00 PM,12,2018,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,AGroot
2018-00501443,36 BASSWOOD AVE,12/03/2018 08:53:18 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,RPapa
2018-00126241,3 APPIAN ST,12/03/2018 07:19:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,Central Station
2018-00126237,650 PRAIRIE AVE,12/03/2018 07:05:00 PM,12,2018,Juvenile Matter,Not Used,No violations,0,JSmith
2018-00126225,89 AMERICA ST,12/03/2018 06:36:00 PM,12,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2018-00126204,334 BROAD ST,12/03/2018 05:34:00 PM,12,2018,Tresspassing,11-44-26,WILLFUL TRESPASS,1,AFrancis
2018-00126199,361 RESERVOIR AVE,12/03/2018 05:22:00 PM,12,2018,Drug Offenses,21-28-4.01.1-A5,MANUFAC/POSS/DELIVER MARIJUANA-1-5 KG,1,ZSilbert
2018-00126198,ELMWOOD AVENUE ,12/03/2018 05:20:00 PM,12,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2018-00126206,284 SWAN ST,12/03/2018 05:18:00 PM,12,2018,Request for Assistance,Not Used,No violations,0,JSmith
2018-00126195,119 ALMY ST,12/03/2018 05:15:00 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2018-00126196,176 BRIGGS ST,12/03/2018 05:07:00 PM,12,2018,Juvenile Matter,Not Used,No violations,0,JSmith
2018-00126181,1 VIRGINIA AVE,12/03/2018 04:30:15 PM,12,2018,Suspicious Person,Not Used,No violations,0,AGroot
2018-00126175,BROAD/PORTLAND ,12/03/2018 04:27:00 PM,12,2018,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,JLeone
2018-00126175,BROAD/PORTLAND ,12/03/2018 04:27:00 PM,12,2018,Drug Offenses,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,1,JLeone
2018-00126175,BROAD/PORTLAND ,12/03/2018 04:27:00 PM,12,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,JLeone
2018-00126176,325 NIAGARA ST,12/03/2018 04:24:00 PM,12,2018,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,ASchneider
2018-00126170,380 HOPE ST,12/03/2018 04:15:00 PM,12,2018,Missing Persons,Not Used,No violations,0,Central Station
2018-00126164,SOMERSET ST & BROAD ST,12/03/2018 03:55:00 PM,12,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,ASchneider
2018-00126152,593 ACADEMY AVE,12/03/2018 03:19:00 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2018-00126151,380 HOPE ST,12/03/2018 03:15:00 PM,12,2018,Missing Persons,Not Used,No violations,0,Central Station
2018-00126147,386 BROAD ST,12/03/2018 03:06:00 PM,12,2018,Municipal Code Violation,Sec. 23-32.  ," Possession ,of alcoholic beverages on any public street, sidewalk, licensed parking lot, way or grounds owned by city.",1,JLeone
2018-00126145,100 ALUMNI AVE,12/03/2018 03:03:00 PM,12,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2018-00126141,47 COVELL ST,12/03/2018 02:59:00 PM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2018-00126137,32 FALLON AVE,12/03/2018 02:42:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,2,HNorthup
2018-00126134,162 JEWETT ST,12/03/2018 02:23:00 PM,12,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2018-00126126,325 WASHINGTON ST,12/03/2018 02:07:00 PM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,CVieira
2018-00126126,325 WASHINGTON ST,12/03/2018 02:07:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CVieira
2018-00126121,249 WHITFORD AVE,12/03/2018 01:43:00 PM,12,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,GScarcello
2018-00126118,186 PEACE ST,12/03/2018 01:34:00 PM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2018-00126114,344 WASHINGTON ST,12/03/2018 01:13:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2018-00126104,188 PRINCETON AVE,12/03/2018 12:44:00 PM,12,2018,Weapons,11-47-60,POSSESSION OF FIREARMS ON SCHOOL GROUNDS,2,NMorales
2018-00126094,67 SALMON ST,12/03/2018 12:03:00 PM,12,2018,"Assault, Aggravated",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - AGG,1,JRodrigues
2018-00126094,67 SALMON ST,12/03/2018 12:03:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,2,JRodrigues
2018-00126088,895 SMITH ST,12/03/2018 11:52:00 AM,12,2018,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2018-00126083,155 DOUGLAS AVE,12/03/2018 11:44:00 AM,12,2018,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2018-00501441,805 N  MAIN ST,12/03/2018 11:33:02 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,SMoffett
2018-00126081,SIMMONS ST & POCASSET AVE,12/03/2018 11:33:00 AM,12,2018,Medical Aid,Not Used,No violations,0,ITavarez
2018-00126076,331 DOUGLAS AVE,12/03/2018 11:25:00 AM,12,2018,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2018-00501440,108 LUBEC ST,12/03/2018 10:53:43 AM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CVieira
2018-00501439,ROUTE 6/10 SPLIT NEAR BROADWAY ,12/03/2018 10:34:30 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CVieira
2018-00126054,1 CHESTNUT ST,12/03/2018 10:05:58 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TRose
2018-00126054,1 CHESTNUT ST,12/03/2018 10:05:58 AM,12,2018,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,TRose
2018-00126051,317 NEW YORK AVE,12/03/2018 10:02:00 AM,12,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,CBenoit
2018-00126049,78 MAWNEY ST,12/03/2018 09:56:37 AM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,LFernandez
2018-00126048,7 PROVIDENCE PL,12/03/2018 09:51:53 AM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MChasse
2018-00126045,24 ERASTUS ST,12/03/2018 09:50:00 AM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2018-00501438,52 ELMCREST AVE,12/03/2018 09:32:04 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CVieira
2018-00126038,41 THOMAS OLNEY COMMON ,12/03/2018 09:21:37 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,WMann
2018-00126034,515 S  WATER ST,12/03/2018 09:10:00 AM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2018-00126027,50 VALLEY ST,12/03/2018 08:49:00 AM,12,2018,"Fraud, Swindle",19-9-29,BANK FRAUD,1,JAndrade
2018-00126025,593 EDDY ST,12/03/2018 08:42:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,CKennedy
2018-00126022,72 ELIZA ST,12/03/2018 08:39:03 AM,12,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,JRodrigues
2018-00126024,1345 WESTMINSTER ST,12/03/2018 08:31:36 AM,12,2018,Traffic Violation,31-33-2,Failure to File an Accident Report,1,DHull
2018-00126024,1345 WESTMINSTER ST,12/03/2018 08:31:36 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DHull
2018-00126024,1345 WESTMINSTER ST,12/03/2018 08:31:36 AM,12,2018,Traffic Violation,31-26-3.2,Immediate Notice of Accident,1,DHull
2018-00126013,5 BRANCH AVE,12/03/2018 08:00:39 AM,12,2018,Property Damage,Not Used,No violations,0,WMann
2018-00126010,1100 HOPE ST,12/03/2018 07:46:00 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,AHampton
2018-00126008,31 NELSON ST,12/03/2018 07:31:00 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JLeone
2018-00126005,18 HOOKER ST,12/03/2018 06:40:00 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,GScarcello
2018-00125982,533 ELMWOOD AVE,12/03/2018 02:57:00 AM,12,2018,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,EEspinal
2018-00125978,283 CHAD BROWN ST,12/03/2018 02:46:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MRousseau
2018-00125977,45 SALMON ST,12/03/2018 02:33:00 AM,12,2018,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,CBeach
2018-00125968,32 YALE AVE,12/03/2018 01:50:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MLuke
2018-00125964,37 DIXON ST,12/03/2018 01:29:00 AM,12,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KRosado
2018-00501437,EXCHANGE TER ,12/03/2018 01:21:08 AM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,CVieira
2018-00125952,DEXTER ST & MAWNEY ST,12/03/2018 12:33:00 AM,12,2018,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,JHanley
2018-00125952,DEXTER ST & MAWNEY ST,12/03/2018 12:33:00 AM,12,2018,Traffic Violation,31-22-21.1,Presence of Alcoholic Beverage While Operating or Riding in Motor Vehicle,1,JHanley
2018-00125952,DEXTER ST & MAWNEY ST,12/03/2018 12:33:00 AM,12,2018,Drug Offenses,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,1,JHanley
2018-00125948,81 LARCH ST,12/02/2018 11:59:00 PM,12,2018,Burglary,11-8-1,BURGLARY,1,DGonzalez
2018-00125931,215 BROADWAY ,12/02/2018 10:57:00 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JHanley
2018-00125929,21 PENNSYLVANIA AVE,12/02/2018 10:44:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,KEndres
2018-00125921,200 HOPE ST,12/02/2018 10:12:00 PM,12,2018,Municipal Code Violation,Sec. 16-93.  ,"Noise Control - Radios, television sets, and similar devices.",1,NField
2018-00125922,286 VALLEY ST,12/02/2018 10:07:00 PM,12,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,PHourahan
2018-00125916,380 HOPE ST,12/02/2018 09:43:00 PM,12,2018,Missing Persons,Not Used,No violations,0,Central Station
2018-00125917,64 FAIRFIELD AVE,12/02/2018 09:40:00 PM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,KMelfi
2018-00125914,109 SUMTER ST,12/02/2018 09:29:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ALevesque
2018-00125888,BROAD ST & EDDY ST,12/02/2018 07:46:53 PM,12,2018,Shots Fired,Not Used,No violations,0,JCotugno
2018-00125886,100 RANDALL SQ,12/02/2018 07:40:11 PM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,JSalmeron
2018-00125881,25 AMITY ST,12/02/2018 07:29:00 PM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,HNorthup
2018-00125878,157 VALLEY ST,12/02/2018 07:25:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KDoldoorian
2018-00125867,68 ONTARIO ST,12/02/2018 06:32:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ALevesque
2018-00125866,380 HOPE ST,12/02/2018 06:30:00 PM,12,2018,Missing Persons,Not Used,No violations,0,Central Station
2018-00125865,81 WASHINGTON AVE,12/02/2018 06:20:00 PM,12,2018,Missing Persons,Not Used,No violations,0,Central Station
2018-00125832,979 CHALKSTONE AVE,12/02/2018 04:06:16 PM,12,2018,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,HNorthup
2018-00125828,70 LINWOOD AVE,12/02/2018 03:32:00 PM,12,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2018-00125808,40 IDA ST,12/02/2018 02:19:00 PM,12,2018,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,GKue
2018-00125808,40 IDA ST,12/02/2018 02:19:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,GKue
2018-00125806,926 ATWELLS AVE,12/02/2018 02:10:23 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JDalton
2018-00125792,100 FRANCIS ST,12/02/2018 01:07:00 PM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,ADoucette
2018-00125789,325 WASHINGTON ST,12/02/2018 12:22:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,
2018-00501436,1245 N MAIN ST ,12/02/2018 11:30:08 AM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,CVieira
2018-00125774,427 WICKENDEN ST,12/02/2018 11:22:14 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NField
2018-00125776,265 OHIO AVE,12/02/2018 11:03:00 AM,12,2018,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,JStanzione
2018-00125781,1245 N  MAIN ST,12/02/2018 10:53:13 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,WHutchinson
2018-00125753,48 WHITTIER AVE,12/02/2018 09:19:00 AM,12,2018,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,JAndrade
2018-00125746,79 ALEPPO ST,12/02/2018 08:08:00 AM,12,2018,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,JPerez
2018-00125744,1 WHELAN RD,12/02/2018 07:26:03 AM,12,2018,Shots Fired,Not Used,No violations,0,JDalton
2018-00125729,45 PLEASANT VALLEY PKWY,12/02/2018 04:21:00 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JRodrigues
2018-00125727,71 RICHMOND ST,12/02/2018 04:15:00 AM,12,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,
2018-00125725,PLEASANT VALLEY PKWY ,12/02/2018 04:13:00 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2018-00125717,1688 WESTMINSTER ST,12/02/2018 03:12:00 AM,12,2018,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,AMoore
2018-00125710,SUPERIOR ST & CRANSTON ST,12/02/2018 02:47:00 AM,12,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,RFedo
2018-00125698,1095 EDDY ST,12/02/2018 02:10:00 AM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,PHourahan
2018-00125696,STEEPLE ST/TROOP ALLY ,12/02/2018 02:09:00 AM,12,2018,Municipal Code Violation,Sec. 16-93.  ,"Noise Control - Radios, television sets, and similar devices.",1,JPineau
2018-00125694,1688 WESTMINSTER ST,12/02/2018 02:02:00 AM,12,2018,RI Statute Violation,11-59-3,VIOLATION OF RESTRAINING ORDER,1,AMoore
2018-00125694,1688 WESTMINSTER ST,12/02/2018 02:02:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,AMoore
2018-00125673,PINEHURST AVE & CHAD BROWN ST,12/02/2018 01:05:00 AM,12,2018,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,YGonzalez
2018-00125669,14 HILARITY ST,12/02/2018 12:57:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MFadale
2018-00125649,629 DOUGLAS AVE,12/02/2018 12:05:00 AM,12,2018,Request for Assistance,Not Used,No violations,0,Central Station
2018-00501435,104 LUBEC ST,12/01/2018 11:48:42 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,CVieira
