CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2018-00112168,5 HANDY ST,10/23/2018 05:00:00 PM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,VLopez
2018-00109777,1 WINTHROP AVE,10/16/2018 09:24:00 PM,10,2018,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,VLopez
2018-00110119,30 HAGAN ST,10/17/2018 09:36:00 PM,10,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,VLopez
2018-00117690,1 GLASGOW ST,11/07/2018 08:35:00 PM,11,2018,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,VLopez
2018-00116358,BERLIN ST & CHALKSTONE AVE,11/03/2018 07:37:00 PM,11,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,VLopez
2018-00116358,BERLIN ST & CHALKSTONE AVE,11/03/2018 07:37:00 PM,11,2018,Traffic Violation,31-15-4,Overtaking on Left,1,VLopez
2018-00115588,539 SMITH ST,11/01/2018 06:39:00 PM,11,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,VLopez
2018-00113351,49 BELAIR AVE,10/26/2018 08:31:00 PM,10,2018,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,VLopez
2018-00113303,12 ALDRICH TER,10/26/2018 06:41:00 PM,10,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,VLopez
2018-00113777,ADMIRAL ST & TAPPAN ST,10/28/2018 12:53:00 AM,10,2018,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,VLopez
2018-00127626,31 RINGGOLD ST,12/07/2018 08:46:00 PM,12,2018,Traffic Violation,31-21-4,Places Where Parking or Stopping Prohibited(1-14),1,VLopez
2018-00127626,31 RINGGOLD ST,12/07/2018 08:46:00 PM,12,2018,Traffic Violation,31-16-5,Turn Signal Required,1,VLopez
2018-00127643,70 JEFFERSON ST,12/07/2018 09:32:00 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,VLopez
2018-00127643,70 JEFFERSON ST,12/07/2018 09:32:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,VLopez
2018-00129619,CHESTNUT ST & PINE ST,12/13/2018 07:19:00 PM,12,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,VLopez
2018-00119773,15 NISBET ST,11/13/2018 08:30:00 PM,11,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,VLopez
2018-00120385,4 RICHMOND SQ,11/15/2018 06:07:00 PM,11,2018,Larceny from Motor Vehicle,11-41-6,ATTEMPTED LARCENY/U $1500 - FROM MV,1,VLopez
2018-00120385,4 RICHMOND SQ,11/15/2018 06:07:00 PM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,VLopez
2018-00120414,94 E MANNING ST,11/15/2018 07:36:00 PM,11,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,VLopez
2018-00122685,235 ANGELL ST,11/22/2018 06:10:00 PM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,VLopez
2018-00121740,145 BUTLER AVE,11/19/2018 07:23:00 PM,11,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,VLopez
2019-00018317,24 DIAMOND ST,02/26/2019 09:06:00 PM,2,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,VLopez
2019-00011775,513 HARTFORD AVE,02/06/2019 03:59:00 PM,2,2019,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,VLopez
2019-00012090,30 HARTFORD AVE,02/07/2019 02:46:00 PM,2,2019,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,VLopez
2019-00012466,192 PROGRESS AVE,02/08/2019 04:44:00 PM,2,2019,RI Statute Violation,11-1-6,CONSPIRACY - ALL OTH OFFENSE,1,VLopez
2019-00012466,192 PROGRESS AVE,02/08/2019 04:44:00 PM,2,2019,"Assault, Aggravated",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - SERIOUS INJURY,1,VLopez
2019-00014424,460 CRANSTON ST,02/14/2019 08:34:00 PM,2,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,VLopez
2018-00102293,67 ACADEMY AVE,09/26/2018 11:53:00 PM,9,2018,Receiving Stolen Property,12-3-9,POSSESSION/PROPERTY STLN OUT OF STATE/U $500,1,MLuke
2018-00103071,127 CARLETON ST,09/28/2018 11:53:00 PM,9,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,MLuke
2018-00103071,127 CARLETON ST,09/28/2018 11:53:00 PM,9,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,MLuke
2018-00100944,301 HARRIS AVE,09/23/2018 05:15:00 AM,9,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MLuke
2018-00105315,400 HARRIS AVE,10/05/2018 12:44:00 AM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLuke
2018-00105315,400 HARRIS AVE,10/05/2018 12:44:00 AM,10,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MLuke
2018-00103531,62 OAKLAND AVE,09/30/2018 12:50:00 AM,9,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,MLuke
2018-00103531,62 OAKLAND AVE,09/30/2018 12:50:00 AM,9,2018,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,MLuke
2018-00096282,232 CARLETON ST,09/11/2018 10:25:00 PM,9,2018,Auto Towed,Not Used,Parking or MV Violation,0,MLuke
2018-00095615,17 HEALTH AVE,09/10/2018 01:42:00 AM,9,2018,Request for Assistance,Not Used,No violations,0,MLuke
2018-00095945,11 NEWARK ST,09/11/2018 05:35:00 AM,9,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MLuke
2018-00093992,874 CHALKSTONE AVE,09/06/2018 12:21:00 AM,9,2018,Dispersals,Not Used,No violations,0,MLuke
2018-00114115,66 LISBON ST,10/28/2018 10:47:00 PM,10,2018,Burglary,11-8-1.1,ATTEMPTED BREAKING AND ENTERING,1,MLuke
2018-00114553,825 CHALKSTONE AVE,10/30/2018 06:25:00 AM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLuke
2018-00114115,66 LISBON ST,10/28/2018 10:47:00 PM,10,2018,RI Statute Violation,11-8-7,MAKING/REPAIRING/POSSESSING BURGLARY TOOLS,1,MLuke
2018-00118929,610 SMITH ST,11/11/2018 02:52:00 AM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MLuke
2018-00110197,194 RIVER AVE,10/18/2018 05:44:00 AM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLuke
2018-00109857,10 BERGEN ST,10/17/2018 05:24:00 AM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLuke
2018-00111283,31 RATHBONE ST,10/21/2018 02:06:00 AM,10,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MLuke
2018-00111283,31 RATHBONE ST,10/21/2018 02:06:00 AM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLuke
2018-00107728,60 WEALTH AVE,10/11/2018 06:09:00 AM,10,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,MLuke
2018-00107728,60 WEALTH AVE,10/11/2018 06:09:00 AM,10,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,MLuke
2018-00134123,ACADEMY AVE & KEPLER ST,12/28/2018 02:51:00 AM,12,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MLuke
2019-00001882,12 EAGLE ST,01/06/2019 11:53:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MLuke
2019-00001907,28 SIMS AVE,01/07/2019 03:22:00 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLuke
2019-00002186,ATWELLS AVE & HARRIS AVE,01/08/2019 01:26:00 AM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MLuke
2019-00007919,28 SIMS AVE,01/26/2019 01:56:00 AM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MLuke
2019-00007919,28 SIMS AVE,01/26/2019 01:56:00 AM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLuke
2019-00005931,301 HARRIS AVE,01/19/2019 11:54:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MLuke
2019-00005931,301 HARRIS AVE,01/19/2019 11:54:00 PM,1,2019,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MLuke
2018-00122776,HAROLD ST & VALLEY ST,11/23/2018 01:58:00 AM,11,2018,Traffic Violation,31-47-9,Operating a MV without Evidence of Insurance,1,MLuke
2018-00120876,691 VALLEY ST,11/17/2018 02:48:00 AM,11,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,MLuke
2018-00123978,32 CAMBRIDGE ST,11/27/2018 05:38:00 AM,11,2018,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,MLuke
2018-00125968,32 YALE AVE,12/03/2018 01:50:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MLuke
2018-00127724,7 REGENT AVE,12/08/2018 02:31:00 AM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MLuke
2019-00014141,CHALKSTONE/CARLTON ,02/13/2019 11:05:00 PM,2,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MLuke
2019-00009905,88 FAIRVIEW ST,02/01/2019 12:30:00 AM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,MLuke
2019-00019680,1276 CHALKSTONE AVE,03/03/2019 03:48:00 AM,3,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MLuke
2019-00016096,30 ARMINGTON AVE,02/20/2019 12:48:00 AM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MLuke
2018-00094855,PINEHURST AVE & CHAD BROWN ST,09/08/2018 01:09:00 AM,9,2018,Liquor Law Violations,3-8-10,POSSESSION OF BEVERAGE-UNDERAGE PERSONS,1,SMarmas
2018-00099817,CAMDEN AVE & DOUGLAS AVE,09/20/2018 07:19:00 PM,9,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SMarmas
2018-00098141,51 SILVER SPRING ST,09/16/2018 02:33:00 PM,9,2018,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,SMarmas
2018-00101131,72 SWIFT ST,09/23/2018 06:05:00 PM,9,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,SMarmas
2018-00101083,458 SMITHFIELD AVE,09/23/2018 04:39:00 PM,9,2018,Embezzelment,11-41-3,EMBEZZLEMENT/FRAUDULENT CONVERSION/0 $100,1,SMarmas
2018-00102478,BRANCH AVE & METCALF ST,09/27/2018 02:46:00 PM,9,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00112210,51 SILVER SPRING ST,10/23/2018 06:47:00 PM,10,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SMarmas
2018-00112111,13 GREELEY ST,10/23/2018 03:06:00 PM,10,2018,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,SMarmas
2018-00116687,51 SILVER SPRING ST,11/04/2018 03:19:00 PM,11,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00117587,24 CORLISS ST,11/07/2018 03:40:00 PM,11,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,SMarmas
2018-00115939,51 SILVER SPRING ST,11/02/2018 04:59:00 PM,11,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00114380,51 SILVER SPRING ST,10/29/2018 05:13:00 PM,10,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00113209,333 W  RIVER ST,10/26/2018 03:12:00 PM,10,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00006471,440 SMITHFIELD AVE,01/21/2019 07:11:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,SMarmas
2019-00007398,10 MONTICELLO ST,01/24/2019 04:06:00 PM,1,2019,RI Statute Violation,4-1-3,UNNECESSARY CRUELTY TO ANIMALS,1,SMarmas
2019-00003595,333 W  RIVER ST,01/12/2019 03:28:00 PM,1,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00002336,480 CHARLES ST,01/08/2019 02:50:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SMarmas
2019-00002396,BRANCH AVE & LANGDON ST,01/08/2019 05:40:00 PM,1,2019,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SMarmas
2019-00001848,414 SMITHFIELD AVE,01/06/2019 09:25:00 PM,1,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00001817,201 BRANCH AVE,01/06/2019 07:07:00 PM,1,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00000276,51 SILVER SPRING ST,01/01/2019 07:42:00 PM,1,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00000600,456 BRANCH AVE,01/02/2019 10:02:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,SMarmas
2018-00133952,51 SILVER SPRING ST,12/27/2018 03:56:00 PM,12,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00133634,23 AMORY ST,12/26/2018 01:52:00 PM,12,2018,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,SMarmas
2018-00127592,333 W  RIVER ST,12/07/2018 07:25:00 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,SMarmas
2018-00129512,51 SILVER SPRING ST,12/13/2018 02:35:00 PM,12,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00129441,OAKLAND AVE/CHAD BROWN ,12/13/2018 11:28:00 AM,12,2018,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SMarmas
2018-00130605,51 SILVER SPRING ST,12/16/2018 02:37:00 PM,12,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00130610,51 SILVER SPRING ST,12/16/2018 03:31:00 PM,12,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00125500,732 CHARLES ST,12/01/2018 03:15:00 PM,12,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,SMarmas
2018-00125571,21 HEREFORD ST ,12/01/2018 06:47:00 PM,12,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SMarmas
2018-00125571,21 HEREFORD ST ,12/01/2018 06:47:00 PM,12,2018,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,SMarmas
2018-00123863,51 SILVER SPRING ST,11/26/2018 05:35:00 PM,11,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00124452,71 GENERAL ST,11/28/2018 02:57:00 PM,11,2018,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,SMarmas
2018-00123539,51 SILVER SPRING ST,11/25/2018 06:01:00 PM,11,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00121718,51 SILVER SPRING ST,11/19/2018 06:09:00 PM,11,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00121640,51 SILVER SPRING ST,11/19/2018 03:06:00 PM,11,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00121640,51 SILVER SPRING ST,11/19/2018 03:06:00 PM,11,2018,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,SMarmas
2018-00121674,51 SILVER SPRING ST,11/19/2018 04:30:00 PM,11,2018,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00016021,111 ARGOL ST,02/19/2019 06:55:00 PM,2,2019,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,SMarmas
2019-00017323,51 SILVER SPRING ST,02/23/2019 06:12:00 PM,2,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00017269,387 CHARLES ST,02/23/2019 02:31:00 PM,2,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2019-00008546,47 HALL ST,01/27/2019 09:52:00 PM,1,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,SMarmas
2019-00008546,47 HALL ST,01/27/2019 09:52:00 PM,1,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,SMarmas
2019-00008137,64 LEDGE ST,01/26/2019 04:58:00 PM,1,2019,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,SMarmas
2019-00013785,51 SILVER SPRING ST,02/12/2019 05:06:00 PM,2,2019,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2018-00102567,150 HUDSON ST,09/27/2018 06:17:00 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,LMarroquin
2018-00101396,61 MARCH ST,09/24/2018 03:23:00 PM,9,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,LMarroquin
2018-00104917,8 WHELAN RD,10/03/2018 11:43:00 PM,10,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,LMarroquin
2018-00106098,335 HARTFORD AVE,10/06/2018 09:32:00 PM,10,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,LMarroquin
2018-00096929,262 CHAD BROWN ST,09/13/2018 09:56:00 PM,9,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,LMarroquin
2018-00097766,80 CURTIS ST,09/15/2018 05:45:00 PM,9,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,LMarroquin
2018-00099807,BODELL AVE & HARTFORD AVE,09/20/2018 06:42:00 PM,9,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LMarroquin
2018-00099763,18 WHELAN RD,09/20/2018 05:15:00 PM,9,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,LMarroquin
2018-00099807,BODELL AVE & HARTFORD AVE,09/20/2018 06:42:00 PM,9,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LMarroquin
2018-00098864,100 BROAD ST,09/18/2018 12:03:00 PM,9,2018,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,LMarroquin
2018-00096488,335 HARTFORD AVE,09/12/2018 03:25:00 PM,9,2018,Tresspassing,11-44-26,WILLFUL TRESPASS,1,LMarroquin
2018-00099010,335 HARTFORD AVE,09/18/2018 06:29:00 PM,9,2018,Tresspassing,11-44-26,WILLFUL TRESPASS,1,LMarroquin
2018-00095186,9 PARKIS AVE,09/08/2018 09:58:00 PM,9,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LMarroquin
2018-00095090,160 BROAD ST,09/08/2018 05:53:00 PM,9,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LMarroquin
2018-00114819,45 SALMON ST,10/30/2018 08:04:00 PM,10,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,LMarroquin
2018-00110491,25 TOBEY ST,10/18/2018 10:40:00 PM,10,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LMarroquin
2018-00110718,993 MANTON AVE,10/19/2018 03:54:00 PM,10,2018,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,LMarroquin
2018-00106511,160 BROAD ST,10/07/2018 07:51:00 PM,10,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LMarroquin
2018-00106553,4 BODELL AVE,10/07/2018 09:49:00 PM,10,2018,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,LMarroquin
2018-00108637,14 BODELL AVE,10/13/2018 05:09:00 PM,10,2018,"Assault, Aggravated",11-5-2.3,ASSAULT BY STRANGULATION 12-29-5,1,LMarroquin
2018-00108637,14 BODELL AVE,10/13/2018 05:09:00 PM,10,2018,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,LMarroquin
2018-00108327,2 BODELL AVE,10/12/2018 08:14:00 PM,10,2018,Tresspassing,11-44-26,WILLFUL TRESPASS,1,LMarroquin
2018-00131600,160 BROAD ST,12/19/2018 06:27:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LMarroquin
2018-00135177,160 BROAD ST,12/31/2018 07:38:23 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LMarroquin
2019-00001118,301 CRANSTON ST,01/04/2019 02:36:00 PM,1,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,LMarroquin
2019-00001290,160 BROAD ST,01/04/2019 11:12:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LMarroquin
2019-00004465,120 MANTON AVE,01/15/2019 11:44:00 AM,1,2019,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,LMarroquin
2019-00005429,BODELL AVE & WHELAN RD,01/18/2019 02:02:00 PM,1,2019,Trespass,Not Used,No violations,0,LMarroquin
2019-00005442,16 BODELL AVE,01/18/2019 02:54:00 PM,1,2019,Tresspassing,11-44-26,WILLFUL TRESPASS,1,LMarroquin
2019-00005535,VALLEY ST & ATWELLS AVE,01/18/2019 07:49:00 PM,1,2019,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,LMarroquin
2018-00119778,160 BROAD ST,11/13/2018 09:11:00 PM,11,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LMarroquin
2018-00120086,67 SALMON ST,11/14/2018 08:58:00 PM,11,2018,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,LMarroquin
2018-00131281,993 MANTON AVE,12/18/2018 06:35:05 PM,12,2018,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,LMarroquin
2018-00127612,160 BROAD ST,12/07/2018 08:04:00 PM,12,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,LMarroquin
2019-00013211,EATON ST & DOUGLAS AVE,02/10/2019 10:26:00 PM,2,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,LMarroquin
2019-00013389,265 OXFORD ST,02/11/2019 02:41:00 PM,2,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,LMarroquin
2019-00009791,46 CORTEZ ST,01/31/2019 04:31:00 PM,1,2019,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,LMarroquin
2019-00015112,291 CHAD BROWN ST,02/16/2019 07:37:00 PM,2,2019,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LMarroquin
2018-00094800,14 BARRY RD,09/07/2018 10:41:00 PM,9,2018,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,KMelfi
2018-00099075,335 HARTFORD AVE,09/18/2018 11:22:00 PM,9,2018,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,KMelfi
2018-00099469,POTTERS AVE & SALEM ST,09/20/2018 12:03:00 AM,9,2018,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,KMelfi
2018-00103907,47 SALMON ST,09/30/2018 10:45:00 PM,9,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KMelfi
2018-00108955,256 HARTFORD AVE,10/14/2018 05:24:00 PM,10,2018,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,KMelfi
2018-00111098,WHELAN RD & FLOWER ST,10/20/2018 05:06:00 PM,10,2018,Threats,Not Used,No violations,0,KMelfi
2018-00111160,60 PRAIRIE AVE,10/20/2018 09:16:00 PM,10,2018,Request for Assistance,Not Used,No violations,0,KMelfi
2018-00111167,20 KELLEY ST,10/20/2018 09:32:00 PM,10,2018,Request for Assistance,Not Used,No violations,0,KMelfi
2018-00113002,155 CRANSTON ST,10/25/2018 10:45:00 PM,10,2018,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,KMelfi
2018-00118091,9 PARKIS AVE,11/08/2018 08:34:00 PM,11,2018,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KMelfi
2019-00005856,100 BROAD ST,01/19/2019 06:46:00 PM,1,2019,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,KMelfi
2019-00007466,825 CHALKSTONE AVE,01/24/2019 08:09:00 PM,1,2019,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KMelfi
2019-00007485,160 BENEDICT ST,01/24/2019 09:47:00 PM,1,2019,Request for Assistance,Not Used,No violations,0,KMelfi
2019-00003979,8 BODELL AVE,01/13/2019 10:01:00 PM,1,2019,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,KMelfi
2018-00134669,47 SALMON ST,12/29/2018 11:04:00 PM,12,2018,Request for Assistance,Not Used,No violations,0,KMelfi
2018-00134634,160 BENEDICT ST,12/29/2018 08:28:00 PM,12,2018,Article Found,Not Used,No violations,0,KMelfi
